ID,Survey_Period,RESP_ID,Which group best describes you?,Which grade are you currently in? (required),How long have you attended De La Salle College?,Do you participate in any extracurricular activities?,Please select the grade(s) your child(ren) are in,How long has your child (or oldest child) attended De La Salle College?,How would you describe your involvement with the College community?,What grade levels do you currently teach?,How long have you been working at De La Salle College?,When did you attend or graduate from De La Salle College?,Attribute,Value,QuestionID,Category,Question Intent,Order,Display_Value,ResponseNumeric
401,Spring_2026,Spring_2026_401,Parent,,,,Grade 7-8;Grade 11-12;,5–6 years,Not very involved (limited participation),,,,"How satisfied are you with the College’s facilities (buildings, fields, equipment)?2",Very Satisfied / Extremely Well,"ParentHow satisfied are you with the College’s facilities (buildings, fields, equipment)?2",Experience,Facilities,4,1. Very Satisfied / Extremely Well,
401,Spring_2026,Spring_2026_401,Parent,,,,Grade 7-8;Grade 11-12;,5–6 years,Not very involved (limited participation),,,,Please share any suggestions that would help De La Salle College improve.,"1) Del should recalibrate its grading in grades 11 and 12 so that students can be admitted into the top universities/programs of their choice. While calibration appears to be occurring late in grade 12 that is often too late as universities have offered a large proportion of spots based on grade 11 or early grade 12 results. While Del prides itself on its high academic standards and preparing students for university, that should be balanced with ensuring that students are treated fairly in getting into university/program of choice. 

2) Del should consider whether its standards for permitting students to remain as students is appropriate. Students who are extremely and frequently disruptive, who engage in bullying and physical violence and who do not understand that their actions are wrong should be severely punished, such students should be frequently reminded that their behaviour must improve and the school should consider if it is fair to other students that these disruptive students be permitted to remain at the school. Centralizing discipline would ensure fair treatment and identification of problem students. Staff who are conflicted should be recused from decisions relating to discipline of students. 

3) Administration is not consistent (and often not timely) in following up on parent concerns/questions. Certain staff members are more receptive and carry through with agreed actions whereas others are not. ",ParentPlease share any suggestions that would help De La Salle College improve.,Feedback,Please share any suggestions that would help De La Salle College improve.,1,,
401,Spring_2026,Spring_2026_401,Parent,,,,Grade 7-8;Grade 11-12;,5–6 years,Not very involved (limited participation),,,,What do you like most about De La Salle College?,Education,ParentWhat do you like most about De La Salle College?,Feedback,What do you like most about De La Salle College?,2,,
401,Spring_2026,Spring_2026_401,Parent,,,,Grade 7-8;Grade 11-12;,5–6 years,Not very involved (limited participation),,,,What should De La Salle improve most?,See responses to 12 above.,ParentWhat should De La Salle improve most?,Feedback,What should De La Salle improve most?,3,,
402,Spring_2026,Spring_2026_402,Teaching Faculty,,,,,,,Grades 9-12;Grades 5-8;,Less than 1 year,,How likely are you to recommend De La Salle College as a place to work?,8,Teaching FacultyHow likely are you to recommend De La Salle College as a place to work?,NPS,1. Likelihood to Recommend,1,I - 8,8
402,Spring_2026,Spring_2026_402,Teaching Faculty,,,,,,,Grades 9-12;Grades 5-8;,Less than 1 year,,How balanced is the academic workload for students (challenging yet manageable)?,6,Teaching FacultyHow balanced is the academic workload for students (challenging yet manageable)?,NPS,2. Quality & Workload of Education,2,g - 6,6
402,Spring_2026,Spring_2026_402,Teaching Faculty,,,,,,,Grades 9-12;Grades 5-8;,Less than 1 year,,How satisfied are you with the resources and support that help you work effectively?,7,Teaching FacultyHow satisfied are you with the resources and support that help you work effectively?,NPS,4. Resources & Support,3,h - 7,7
402,Spring_2026,Spring_2026_402,Teaching Faculty,,,,,,,Grades 9-12;Grades 5-8;,Less than 1 year,,How effective are your teaching strategies in engaging students and promoting learning?,8,Teaching FacultyHow effective are your teaching strategies in engaging students and promoting learning?,NPS,3. Preparation,4,I - 8,8
402,Spring_2026,Spring_2026_402,Teaching Faculty,,,,,,,Grades 9-12;Grades 5-8;,Less than 1 year,,How well does the College support staff members in addressing students' academic and personal needs?,8,Teaching FacultyHow well does the College support staff members in addressing students' academic and personal needs?,NPS,5. Values and Standards,5,I - 8,8
402,Spring_2026,Spring_2026_402,Teaching Faculty,,,,,,,Grades 9-12;Grades 5-8;,Less than 1 year,,"How satisfied are you with the current school schedule (class times, length of periods, and breaks)?",Very Satisfied / Extremely Well,"Teaching FacultyHow satisfied are you with the current school schedule (class times, length of periods, and breaks)?",Experience,School Schedule,1,1. Very Satisfied / Extremely Well,
402,Spring_2026,Spring_2026_402,Teaching Faculty,,,,,,,Grades 9-12;Grades 5-8;,Less than 1 year,,"How well do you think the schedule help students balance their schoolwork, extracurricular activities, and well-being?",Somewhat Well,"Teaching FacultyHow well do you think the schedule help students balance their schoolwork, extracurricular activities, and well-being?",Experience,Balance,2,3. Somewhat Well,
402,Spring_2026,Spring_2026_402,Teaching Faculty,,,,,,,Grades 9-12;Grades 5-8;,Less than 1 year,,"How satisfied are you with extracurricular opportunities (clubs, sports, arts, etc.)?3",Satisfied / Well,"Teaching FacultyHow satisfied are you with extracurricular opportunities (clubs, sports, arts, etc.)?3",Experience,Extra Curriculars,3,2. Satisfied / Well,
402,Spring_2026,Spring_2026_402,Teaching Faculty,,,,,,,Grades 9-12;Grades 5-8;,Less than 1 year,,"How satisfied are you with the College’s facilities (buildings, fields, equipment)?3",Very Satisfied / Extremely Well,"Teaching FacultyHow satisfied are you with the College’s facilities (buildings, fields, equipment)?3",Experience,Facilities,4,1. Very Satisfied / Extremely Well,
402,Spring_2026,Spring_2026_402,Teaching Faculty,,,,,,,Grades 9-12;Grades 5-8;,Less than 1 year,,Please share any suggestions that would help De La Salle College improve.,"I believe De La Salle College could greatly benefit from more frequent team-building exercises and activities. These initiatives would help boost team morale while also fostering stronger connections and camaraderie among colleagues, ultimately helping them build familiarity with one another more quickly.",Teaching FacultyPlease share any suggestions that would help De La Salle College improve.,Feedback,Please share any suggestions that would help De La Salle College improve.,1,,
402,Spring_2026,Spring_2026_402,Teaching Faculty,,,,,,,Grades 9-12;Grades 5-8;,Less than 1 year,,What do you like most about De La Salle College?,I really appreciate how dedicated Del Staff and Faculty are to the College and it's mission. It constantly motivates me to improve.,Teaching FacultyWhat do you like most about De La Salle College?,Feedback,What do you like most about De La Salle College?,2,,
402,Spring_2026,Spring_2026_402,Teaching Faculty,,,,,,,Grades 9-12;Grades 5-8;,Less than 1 year,,What should De La Salle improve most?,Interdepartmental Communications could use some improvement.,Teaching FacultyWhat should De La Salle improve most?,Feedback,What should De La Salle improve most?,3,,
402,Spring_2026,Spring_2026_402,Teaching Faculty,,,,,,,Grades 9-12;Grades 5-8;,Less than 1 year,,Any additional comments about your experience or the College?,I am very impressed with the general attitude and behavior of our students. ,Teaching FacultyAny additional comments about your experience or the College?,Feedback,Any additional comments about your experience or the College?,4,,
403,Spring_2026,Spring_2026_403,Parent,,,,Grade 7-8;,1–2 years,Not very involved (limited participation),,,,How many children do you currently have attending De La Salle College? ,1,ParentHow many children do you currently have attending De La Salle College? ,Screener,How many children do you currently have attending De La Salle College? ,1,,1
403,Spring_2026,Spring_2026_403,Parent,,,,Grade 7-8;,1–2 years,Not very involved (limited participation),,,,How likely are you to recommend De La Salle College to others based on the education your child receives?,10,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,k - 10,10
403,Spring_2026,Spring_2026_403,Parent,,,,Grade 7-8;,1–2 years,Not very involved (limited participation),,,,How well does the academic workload challenge your child without being overwhelming?,10,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,k - 10,10
403,Spring_2026,Spring_2026_403,Parent,,,,Grade 7-8;,1–2 years,Not very involved (limited participation),,,,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,10,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,k - 10,10
403,Spring_2026,Spring_2026_403,Parent,,,,Grade 7-8;,1–2 years,Not very involved (limited participation),,,,How effective is the College in preparing your child for future academic and personal success?,10,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,k - 10,10
403,Spring_2026,Spring_2026_403,Parent,,,,Grade 7-8;,1–2 years,Not very involved (limited participation),,,,How well does the College address any concerns you raise about your child?,10,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,k - 10,10
